number, created_at, updated_at, closed_at
15113, 2019-03-14T20:31:59Z, 2019-03-15T15:14:01Z, 2019-03-15T15:14:01Z
15088, 2019-03-12T09:57:43Z, 2021-09-27T23:25:10Z, 2021-09-27T23:25:10Z
15075, 2019-03-09T22:31:03Z, 2019-03-24T07:32:37Z, 2019-03-24T07:32:37Z
15057, 2019-03-07T23:17:45Z, 2019-07-30T18:41:11Z, 2019-07-30T18:41:11Z
15039, 2019-03-06T16:54:36Z, 2020-09-03T02:51:41Z, None
15012, 2019-03-04T23:46:54Z, 2021-03-24T18:23:53Z, 2021-03-24T18:23:53Z
14980, 2019-02-28T17:35:45Z, 2022-04-29T21:13:22Z, 2022-04-29T21:13:22Z
14954, 2019-02-25T23:43:10Z, 2019-04-04T12:35:41Z, 2019-04-04T12:35:41Z
14910, 2019-02-21T07:35:02Z, 2019-02-21T18:44:25Z, 2019-02-21T18:44:24Z
14878, 2019-02-18T13:08:58Z, 2022-04-28T15:01:56Z, 2022-04-28T15:01:56Z
14861, 2019-02-15T13:23:25Z, 2019-02-21T18:31:53Z, 2019-02-21T18:31:53Z
14849, 2019-02-14T10:38:28Z, 2019-02-21T18:43:24Z, 2019-02-21T18:43:24Z
14848, 2019-02-14T10:31:20Z, 2019-02-14T20:10:13Z, 2019-02-14T20:10:12Z
14840, 2019-02-13T16:58:29Z, 2019-03-15T22:30:33Z, 2019-03-15T22:30:33Z
14812, 2019-02-10T15:31:37Z, 2019-02-21T18:45:11Z, 2019-02-21T18:45:11Z
14811, 2019-02-10T11:11:20Z, 2020-10-22T03:27:16Z, 2019-02-11T18:37:54Z
14792, 2019-02-08T00:09:18Z, 2019-02-20T19:29:51Z, 2019-02-12T20:18:36Z
14790, 2019-02-07T20:40:39Z, 2019-02-14T19:26:59Z, 2019-02-14T19:26:58Z
14782, 2019-02-07T00:43:31Z, 2019-02-14T19:25:58Z, 2019-02-11T18:42:28Z
14694, 2019-01-24T18:42:29Z, 2019-02-04T15:19:29Z, None
14674, 2019-01-23T17:09:59Z, 2019-02-08T16:58:49Z, 2019-02-08T16:58:49Z
14535, 2019-01-05T21:56:43Z, 2021-03-25T23:42:40Z, 2021-03-25T23:42:40Z
14502, 2018-12-29T00:11:27Z, 2019-02-21T21:16:12Z, 2019-02-21T21:16:12Z
14475, 2018-12-20T11:38:28Z, 2019-01-18T09:26:11Z, 2019-01-18T09:26:11Z
14452, 2018-12-17T15:10:19Z, 2021-03-24T18:02:26Z, 2021-03-24T18:02:26Z
14442, 2018-12-14T18:00:51Z, 2020-03-18T11:19:36Z, 2020-03-18T11:19:36Z
14434, 2018-12-13T15:00:16Z, 2020-04-07T11:42:23Z, 2019-09-07T10:00:45Z
14362, 2018-11-30T14:11:12Z, 2019-01-25T17:06:34Z, 2019-01-25T17:06:34Z
14360, 2018-11-30T01:29:19Z, 2018-11-30T15:02:52Z, 2018-11-30T15:02:20Z
14356, 2018-11-29T13:22:22Z, 2020-06-18T19:51:13Z, None
14352, 2018-11-28T21:31:23Z, 2018-12-03T19:41:53Z, 2018-12-01T21:03:20Z
14331, 2018-11-26T22:21:48Z, 2018-11-27T13:09:13Z, 2018-11-27T13:01:00Z
14310, 2018-11-22T17:55:14Z, 2018-11-22T19:40:43Z, 2018-11-22T19:40:43Z
14241, 2018-11-15T16:43:50Z, 2018-11-19T20:47:39Z, 2018-11-19T20:47:39Z
14239, 2018-11-15T12:25:06Z, 2019-03-22T16:56:20Z, 2019-03-14T21:40:10Z
14222, 2018-11-13T19:52:49Z, 2018-11-13T21:48:50Z, 2018-11-13T21:48:50Z
14220, 2018-11-13T17:30:14Z, 2018-12-20T11:33:54Z, 2018-12-14T19:03:24Z
14213, 2018-11-13T08:26:59Z, 2018-11-15T03:06:55Z, None
14188, 2018-11-11T03:53:37Z, 2019-09-03T08:52:57Z, 2019-04-09T14:53:30Z
14170, 2018-11-09T07:27:53Z, 2022-03-20T18:30:15Z, None
14159, 2018-11-08T23:48:09Z, 2018-11-29T20:06:28Z, 2018-11-29T20:06:28Z
14097, 2018-11-05T14:18:01Z, 2018-11-11T13:57:41Z, 2018-11-11T13:24:47Z
14073, 2018-11-02T11:57:22Z, 2021-03-31T22:20:28Z, 2018-11-06T00:32:51Z
14013, 2018-10-28T22:44:36Z, 2018-11-06T00:32:51Z, 2018-11-06T00:32:51Z
14012, 2018-10-28T21:22:06Z, 2020-06-29T18:50:09Z, 2020-06-29T18:50:08Z
14002, 2018-10-27T19:09:31Z, 2019-03-28T07:18:26Z, 2019-03-20T13:11:54Z
13960, 2018-10-25T00:03:31Z, 2018-11-06T19:54:15Z, 2018-11-06T19:54:15Z
13798, 2018-10-10T14:07:16Z, 2019-01-29T20:48:00Z, None
13777, 2018-10-04T22:20:19Z, 2018-10-09T08:27:07Z, 2018-10-09T08:27:07Z
13688, 2018-09-19T13:49:45Z, 2018-09-25T15:24:23Z, 2018-09-25T15:24:23Z
13648, 2018-09-14T08:15:25Z, 2018-09-14T15:44:15Z, 2018-09-14T15:44:15Z
13634, 2018-09-13T01:10:45Z, 2018-09-14T00:44:37Z, 2018-09-14T00:44:08Z
13610, 2018-09-10T17:13:49Z, 2018-09-13T18:38:14Z, 2018-09-13T18:38:14Z
13574, 2018-09-05T22:43:34Z, 2018-09-25T16:28:07Z, 2018-09-25T16:27:42Z
13512, 2018-08-29T19:29:58Z, 2018-09-02T00:58:46Z, 2018-09-01T19:00:00Z
13510, 2018-08-29T18:42:47Z, 2018-08-30T00:45:54Z, 2018-08-30T00:45:54Z
13425, 2018-08-17T16:48:43Z, 2018-08-17T17:13:47Z, 2018-08-17T17:13:47Z
13424, 2018-08-17T16:41:41Z, 2022-02-23T20:39:48Z, None
13309, 2018-08-02T14:42:49Z, 2018-08-08T16:42:54Z, 2018-08-08T16:42:54Z
13222, 2018-07-17T10:29:34Z, 2018-08-03T17:05:26Z, 2018-08-03T17:05:26Z
13188, 2018-07-10T21:08:48Z, 2018-08-02T17:16:56Z, 2018-08-02T17:16:56Z
13150, 2018-07-04T18:43:22Z, 2019-01-29T07:25:39Z, 2018-07-06T23:04:46Z
13141, 2018-07-03T07:38:43Z, 2018-07-03T16:47:40Z, 2018-07-03T16:47:40Z
13000, 2018-06-08T15:02:08Z, 2018-06-09T01:08:20Z, 2018-06-09T01:08:20Z
12968, 2018-06-02T11:04:11Z, 2018-06-13T16:56:04Z, 2018-06-13T16:56:04Z
12964, 2018-06-01T21:11:00Z, 2018-08-03T23:34:56Z, 2018-06-11T13:43:31Z
12926, 2018-05-29T16:00:41Z, 2019-12-26T04:37:33Z, 2018-05-31T21:23:27Z
12872, 2018-05-21T01:28:08Z, 2018-08-16T14:19:05Z, 2018-08-16T14:19:05Z
12830, 2018-05-16T19:03:06Z, 2018-05-16T21:15:34Z, 2018-05-16T21:11:47Z
12796, 2018-05-14T02:27:42Z, 2018-08-07T01:31:20Z, 2018-08-06T19:27:04Z
12765, 2018-05-08T14:15:22Z, 2018-07-04T20:01:40Z, 2018-07-04T20:01:40Z
12748, 2018-05-05T10:16:23Z, 2018-08-02T19:20:39Z, 2018-08-02T19:20:39Z
12717, 2018-04-29T14:27:00Z, 2018-08-06T23:10:50Z, None
12694, 2018-04-26T06:50:06Z, 2018-05-24T01:23:24Z, 2018-04-28T19:52:31Z
12693, 2018-04-26T02:47:56Z, 2023-10-17T02:28:22Z, 2018-05-01T18:55:28Z
12688, 2018-04-25T14:16:43Z, 2018-05-24T01:23:10Z, 2018-04-26T18:47:35Z
12686, 2018-04-25T06:19:03Z, 2018-04-28T00:55:04Z, 2018-04-28T00:52:49Z
12651, 2018-04-19T18:14:40Z, 2018-04-19T19:05:25Z, 2018-04-19T19:05:20Z
12643, 2018-04-18T17:20:25Z, 2018-08-17T17:14:20Z, 2018-08-17T16:49:44Z
12615, 2018-04-15T07:50:53Z, 2024-01-20T17:01:49Z, None
12551, 2018-04-05T09:18:08Z, 2018-05-24T01:22:31Z, 2018-04-26T19:59:18Z
12540, 2018-04-04T17:01:55Z, 2018-04-04T21:30:14Z, 2018-04-04T20:54:28Z
12506, 2018-03-31T14:45:51Z, 2018-06-13T17:00:13Z, 2018-06-11T13:35:43Z
12500, 2018-03-31T11:00:44Z, 2018-06-06T08:51:31Z, 2018-04-01T00:14:37Z
12497, 2018-03-30T21:45:40Z, 2018-04-03T23:37:04Z, 2018-04-01T00:35:37Z
12474, 2018-03-28T15:03:46Z, 2018-03-29T01:18:10Z, 2018-03-29T01:18:10Z
12449, 2018-03-24T19:24:03Z, 2018-05-04T20:35:30Z, 2018-04-03T23:36:53Z
12363, 2018-03-13T17:38:08Z, 2024-03-11T14:48:22Z, None
12349, 2018-03-09T09:16:39Z, 2018-03-12T17:43:50Z, 2018-03-12T17:42:17Z
12334, 2018-03-06T10:30:40Z, 2022-03-26T11:16:42Z, None
12299, 2018-02-27T02:55:05Z, 2018-03-21T09:42:32Z, 2018-03-21T09:42:32Z
12246, 2018-02-18T23:59:08Z, 2018-03-29T03:33:53Z, 2018-03-29T00:44:59Z
12245, 2018-02-18T22:00:04Z, 2018-02-19T21:59:03Z, 2018-02-19T21:59:03Z
12218, 2018-02-12T22:13:26Z, 2018-03-12T21:23:47Z, 2018-03-12T21:23:47Z
12200, 2018-02-09T19:47:53Z, 2018-08-03T17:10:42Z, 2018-08-03T17:10:41Z
12182, 2018-02-08T06:34:51Z, 2018-02-08T22:35:40Z, 2018-02-08T22:23:42Z
12150, 2018-02-04T18:59:20Z, 2018-02-16T19:27:21Z, 2018-02-16T19:27:21Z
12106, 2018-01-27T15:52:20Z, 2018-01-27T23:03:56Z, 2018-01-27T23:03:55Z
12072, 2018-01-22T17:45:57Z, 2018-09-14T23:09:07Z, 2018-09-14T23:09:07Z
12062, 2018-01-20T17:17:02Z, 2018-06-13T16:59:33Z, 2018-05-30T11:08:22Z
12009, 2018-01-11T23:50:47Z, 2018-01-12T02:03:49Z, 2018-01-12T02:03:48Z
11964, 2018-01-04T22:38:24Z, 2018-01-05T18:44:45Z, 2018-01-05T18:44:45Z
11955, 2018-01-03T15:16:26Z, 2018-01-07T20:15:43Z, 2018-01-07T20:15:43Z
11918, 2017-12-24T17:20:21Z, 2018-08-18T01:11:01Z, 2018-08-18T01:10:20Z
11916, 2017-12-23T10:00:50Z, 2018-04-04T14:29:38Z, 2018-04-04T10:18:36Z
11911, 2017-12-22T12:10:29Z, 2020-03-26T08:35:54Z, 2018-08-01T15:16:35Z
11881, 2017-12-18T18:21:42Z, 2023-03-21T21:15:48Z, None
11877, 2017-12-18T11:29:42Z, 2019-03-25T23:38:32Z, None
11862, 2017-12-15T12:26:55Z, 2018-01-05T18:49:58Z, 2018-01-05T18:49:58Z
11827, 2017-12-11T16:08:07Z, 2022-05-12T17:31:15Z, 2021-04-30T17:49:32Z
11826, 2017-12-11T13:20:59Z, 2021-04-19T13:10:23Z, None
11808, 2017-12-08T07:36:53Z, 2018-01-02T16:02:23Z, 2018-01-02T16:02:23Z
11807, 2017-12-08T02:20:24Z, 2018-09-04T13:56:19Z, 2018-09-04T13:26:52Z
11795, 2017-12-07T16:52:54Z, 2017-12-10T19:13:57Z, 2017-12-10T02:06:42Z
11789, 2017-12-07T00:21:56Z, 2018-08-09T17:05:06Z, 2018-08-09T17:05:06Z
11761, 2017-12-04T14:51:21Z, 2018-01-05T18:08:22Z, 2018-01-05T18:08:21Z
11759, 2017-12-04T08:56:34Z, 2018-01-31T11:13:41Z, 2017-12-11T03:25:29Z
11734, 2017-12-01T01:01:08Z, 2024-05-26T05:33:04Z, None
11726, 2017-11-30T19:53:33Z, 2017-12-06T15:23:37Z, 2017-12-06T15:23:37Z
11692, 2017-11-28T21:36:13Z, 2017-11-29T22:09:06Z, 2017-11-29T21:45:53Z
11687, 2017-11-28T20:33:31Z, 2018-08-14T20:35:31Z, 2018-08-14T20:35:31Z
11678, 2017-11-27T23:55:54Z, 2022-03-29T23:08:09Z, 2022-03-29T23:08:09Z
11674, 2017-11-27T21:29:06Z, 2018-08-30T23:27:11Z, None
11609, 2017-11-21T14:24:38Z, 2022-03-29T23:08:23Z, 2022-03-29T23:08:23Z
11602, 2017-11-20T21:02:01Z, 2018-08-02T01:47:07Z, 2018-08-02T01:47:07Z
11532, 2017-11-12T11:12:05Z, 2018-01-08T13:22:19Z, 2018-01-05T21:09:52Z
11496, 2017-11-09T00:35:37Z, 2019-12-02T05:42:05Z, 2017-11-28T15:08:09Z
11441, 2017-11-03T14:22:34Z, 2017-11-03T16:16:56Z, 2017-11-03T16:16:56Z
11396, 2017-10-30T03:25:08Z, 2018-08-16T15:38:49Z, 2018-08-16T15:38:49Z
11379, 2017-10-26T22:46:34Z, 2018-08-16T23:22:17Z, 2018-08-16T23:22:17Z
11348, 2017-10-24T12:35:22Z, 2017-10-24T16:11:04Z, 2017-10-24T16:11:04Z
11254, 2017-10-17T18:22:14Z, 2017-10-23T18:18:12Z, 2017-10-23T18:18:12Z
11236, 2017-10-16T15:10:37Z, 2017-11-03T08:04:42Z, 2017-10-18T13:54:06Z
11207, 2017-10-12T14:32:20Z, 2017-10-14T03:14:29Z, 2017-10-14T03:14:19Z
11161, 2017-10-09T17:10:11Z, 2017-11-03T00:54:50Z, 2017-10-10T13:22:17Z
11159, 2017-10-09T15:48:25Z, 2017-10-11T18:05:49Z, 2017-10-11T18:05:49Z
11152, 2017-10-09T09:57:11Z, 2017-11-03T08:18:42Z, 2017-10-09T19:30:27Z
11103, 2017-10-05T00:58:59Z, 2018-06-20T15:46:25Z, 2017-10-05T19:59:44Z
11067, 2017-10-03T15:57:39Z, 2018-01-02T15:24:02Z, 2018-01-02T15:24:02Z
11058, 2017-10-03T00:28:54Z, 2017-12-12T01:15:37Z, 2017-12-12T01:11:54Z
11017, 2017-10-01T23:33:20Z, 2017-11-07T15:31:25Z, 2017-10-02T19:50:15Z
11010, 2017-10-01T14:57:47Z, 2017-11-03T00:53:18Z, 2017-10-10T15:54:59Z
10993, 2017-09-30T18:25:41Z, 2017-10-10T23:58:15Z, 2017-10-10T18:35:44Z
10987, 2017-09-30T10:24:07Z, 2017-11-09T16:44:28Z, 2017-10-02T17:52:26Z
10909, 2017-09-28T08:38:42Z, 2017-11-03T00:49:10Z, 2017-09-29T11:48:33Z
10906, 2017-09-28T07:06:35Z, 2018-11-20T20:55:15Z, 2017-10-09T19:30:04Z
10888, 2017-09-27T18:05:07Z, 2017-10-02T15:57:31Z, 2017-10-02T15:57:31Z
10871, 2017-09-27T13:18:30Z, 2019-04-08T21:40:50Z, None
10831, 2017-09-26T14:12:57Z, 2017-11-16T13:19:07Z, 2017-09-28T19:40:27Z
10772, 2017-09-21T16:05:03Z, 2017-11-03T03:37:01Z, 2017-10-10T18:34:38Z
10657, 2017-09-09T15:23:08Z, 2023-10-31T11:06:03Z, None
10616, 2017-09-06T08:21:34Z, 2017-10-03T15:29:58Z, 2017-10-03T15:29:58Z
10598, 2017-09-02T22:53:32Z, 2017-11-06T01:01:23Z, 2017-10-05T19:05:00Z
10515, 2017-08-23T05:42:46Z, 2018-01-05T21:10:21Z, 2018-01-05T21:10:21Z
10415, 2017-08-09T00:32:12Z, 2020-03-09T19:34:14Z, 2017-08-13T23:17:46Z
10363, 2017-08-02T22:16:13Z, 2018-02-13T08:56:24Z, 2017-08-03T01:16:42Z
10360, 2017-08-02T19:51:33Z, 2017-08-04T00:47:31Z, 2017-08-04T00:42:19Z
10309, 2017-07-27T14:48:14Z, 2017-09-20T19:11:47Z, 2017-08-08T18:25:19Z
10299, 2017-07-27T04:15:09Z, 2017-07-27T17:09:13Z, 2017-07-27T09:19:06Z
10217, 2017-07-19T06:50:46Z, 2018-06-14T15:35:57Z, 2018-06-14T15:35:57Z
10196, 2017-07-16T17:32:05Z, 2017-07-18T15:31:06Z, 2017-07-18T15:31:06Z
10176, 2017-07-13T19:11:54Z, 2018-01-02T15:09:57Z, 2018-01-02T15:09:57Z
10140, 2017-07-11T06:46:11Z, 2017-07-13T22:56:03Z, 2017-07-13T22:56:03Z
10125, 2017-07-08T12:04:44Z, 2017-07-11T11:43:00Z, 2017-07-11T11:42:01Z
10116, 2017-07-06T03:15:59Z, 2017-09-18T21:16:25Z, 2017-09-17T14:31:24Z
10109, 2017-07-05T11:01:18Z, 2023-06-14T19:16:52Z, None
10100, 2017-07-03T21:17:44Z, 2017-07-12T17:55:20Z, 2017-07-12T17:55:19Z
10089, 2017-07-01T12:28:59Z, 2017-07-10T21:41:51Z, 2017-07-10T21:41:51Z
10078, 2017-06-30T08:27:03Z, 2017-10-04T20:06:56Z, 2017-10-04T20:06:56Z
10013, 2017-06-20T16:38:38Z, 2017-11-03T15:27:55Z, 2017-10-10T10:54:47Z
9999, 2017-06-19T05:50:17Z, 2024-03-01T20:44:13Z, None
9963, 2017-06-14T15:54:20Z, 2017-06-15T00:11:16Z, 2017-06-15T00:11:16Z
9956, 2017-06-14T11:29:56Z, 2017-11-24T10:42:40Z, 2017-06-15T00:11:24Z
9913, 2017-06-09T23:18:57Z, 2017-06-15T10:12:44Z, 2017-06-13T11:12:02Z
9901, 2017-06-08T22:50:56Z, 2017-10-04T17:24:35Z, 2017-10-04T17:24:23Z
9783, 2017-05-26T08:21:45Z, 2020-07-24T19:47:46Z, 2018-01-05T16:21:35Z
9667, 2017-05-11T19:46:50Z, 2017-09-22T23:08:44Z, 2017-09-22T23:08:44Z
9635, 2017-05-09T16:29:28Z, 2017-10-04T17:01:00Z, 2017-10-04T16:26:31Z
9627, 2017-05-09T00:31:55Z, 2017-06-13T23:41:50Z, 2017-06-12T19:22:16Z
9577, 2017-05-01T22:26:33Z, 2017-08-04T14:51:48Z, 2017-08-04T14:51:48Z
9561, 2017-04-29T20:31:21Z, 2017-06-05T22:52:15Z, 2017-06-05T22:52:14Z
9504, 2017-04-23T19:04:24Z, 2017-10-04T16:37:32Z, 2017-10-04T16:37:24Z
9402, 2017-04-11T10:54:25Z, 2023-08-29T00:25:24Z, None
9372, 2017-04-08T01:53:42Z, 2017-04-08T13:32:49Z, 2017-04-08T04:36:45Z
9361, 2017-04-07T13:06:18Z, 2017-09-11T15:42:37Z, 2017-09-11T15:42:37Z
9351, 2017-04-06T08:38:02Z, 2017-04-06T23:31:54Z, 2017-04-06T23:31:54Z
9315, 2017-04-02T04:25:39Z, 2017-04-02T22:48:26Z, 2017-04-02T18:29:19Z
9142, 2017-03-09T18:13:08Z, 2023-08-22T05:38:50Z, None
9102, 2017-03-03T05:41:09Z, 2018-05-06T09:21:13Z, 2017-04-27T12:13:28Z
9100, 2017-03-03T02:00:10Z, 2022-03-29T23:20:37Z, 2022-03-29T23:20:37Z
9038, 2017-02-21T21:49:33Z, 2017-10-31T11:48:09Z, 2017-10-31T11:48:09Z
9023, 2017-02-17T18:31:19Z, 2020-11-30T10:13:00Z, None
8938, 2017-02-07T01:29:52Z, 2024-02-25T15:37:49Z, None
8912, 2017-02-02T09:38:15Z, 2020-09-22T10:20:22Z, 2017-03-30T22:08:35Z
8902, 2017-01-31T15:44:33Z, 2017-10-04T16:38:27Z, 2017-10-04T16:38:27Z
8876, 2017-01-27T18:44:50Z, 2018-01-06T13:12:00Z, 2018-01-06T13:12:00Z
8789, 2017-01-14T18:39:32Z, 2017-01-20T01:29:06Z, 2017-01-20T01:29:06Z
8699, 2017-01-06T02:27:08Z, 2017-01-23T16:28:27Z, 2017-01-23T16:28:27Z
8683, 2017-01-04T17:46:39Z, 2018-08-29T17:10:24Z, 2018-08-29T17:10:24Z
8642, 2016-12-25T22:25:11Z, 2017-12-21T05:16:18Z, 2017-12-21T05:15:54Z
8576, 2016-12-14T21:46:00Z, 2017-10-04T16:03:23Z, 2017-10-04T16:03:22Z
8559, 2016-12-12T21:31:17Z, 2017-08-09T14:21:08Z, 2017-08-09T14:21:08Z
8554, 2016-12-12T16:36:48Z, 2019-04-23T21:02:55Z, 2017-07-12T00:11:46Z
8531, 2016-12-08T15:27:56Z, 2022-03-29T23:15:27Z, 2022-03-29T23:15:27Z
8514, 2016-12-07T12:33:02Z, 2020-09-30T02:44:24Z, None
8487, 2016-12-02T22:08:16Z, 2017-04-13T15:38:16Z, 2017-04-13T15:38:16Z
8423, 2016-11-26T00:52:03Z, 2022-03-29T23:19:54Z, 2022-03-29T23:19:16Z
8266, 2016-11-11T01:23:25Z, 2017-11-30T21:27:05Z, 2017-11-30T21:27:05Z
7838, 2016-09-30T12:47:27Z, 2017-10-04T16:09:09Z, 2017-10-04T16:09:09Z
7827, 2016-09-28T22:57:44Z, 2017-10-04T13:40:08Z, 2017-10-04T13:40:08Z
7769, 2016-09-19T20:56:27Z, 2019-06-18T12:33:12Z, None
7718, 2016-09-13T17:42:15Z, 2016-09-14T02:15:07Z, 2016-09-14T02:15:07Z
7711, 2016-09-13T11:28:53Z, 2021-08-25T15:44:55Z, None
7630, 2016-09-01T14:18:26Z, 2017-11-19T15:45:33Z, 2017-11-19T15:44:35Z
7593, 2016-08-28T12:35:58Z, 2017-10-04T12:27:18Z, 2017-10-04T12:27:18Z
7489, 2016-08-13T06:07:51Z, 2022-03-29T23:18:01Z, 2022-03-29T23:18:01Z
7440, 2016-08-08T07:29:28Z, 2017-10-04T12:14:55Z, 2017-10-04T12:14:55Z
7386, 2016-07-31T16:58:24Z, 2016-11-16T15:03:01Z, 2016-08-13T18:45:19Z
7350, 2016-07-25T15:22:56Z, 2016-08-22T19:43:12Z, 2016-08-22T19:42:33Z
7328, 2016-07-21T12:26:25Z, 2018-08-29T23:50:29Z, None
7295, 2016-07-18T01:48:12Z, 2018-06-25T18:49:38Z, 2018-06-25T18:49:38Z
7290, 2016-07-15T21:29:21Z, 2017-10-04T13:46:00Z, 2017-10-04T05:59:13Z
7281, 2016-07-14T15:54:47Z, 2022-03-29T23:17:46Z, 2022-03-29T23:17:45Z
7280, 2016-07-14T12:49:53Z, 2018-08-30T19:58:09Z, 2017-10-05T13:10:28Z
7240, 2016-07-10T10:25:38Z, 2016-08-23T22:23:11Z, 2016-08-19T19:02:21Z
7211, 2016-07-07T11:19:49Z, 2019-08-20T15:42:31Z, 2017-06-13T18:31:04Z
7187, 2016-07-05T10:37:50Z, 2016-10-07T09:45:50Z, 2016-08-20T23:29:39Z
7163, 2016-07-01T19:44:09Z, 2016-07-03T22:12:57Z, 2016-07-03T22:12:57Z
7135, 2016-06-28T04:08:47Z, 2019-10-20T11:39:57Z, None
7113, 2016-06-24T11:21:52Z, 2016-10-27T15:09:02Z, 2016-10-27T15:09:02Z
7099, 2016-06-22T08:17:01Z, 2016-07-13T20:28:24Z, 2016-07-13T20:28:24Z
7027, 2016-06-13T11:10:25Z, 2018-08-29T16:27:52Z, 2016-06-16T15:30:07Z
7024, 2016-06-12T19:18:06Z, 2018-08-21T21:26:00Z, 2018-07-15T02:28:34Z
6951, 2016-06-02T12:57:36Z, 2021-02-12T12:37:27Z, None
6949, 2016-06-02T08:54:41Z, 2017-06-08T13:57:45Z, 2016-08-24T18:20:51Z
6927, 2016-05-31T06:40:13Z, 2022-03-29T23:05:57Z, 2022-03-29T23:05:57Z
6880, 2016-05-25T23:33:32Z, 2016-06-14T23:47:33Z, 2016-05-26T00:41:25Z
6879, 2016-05-25T23:07:00Z, 2016-05-26T00:41:32Z, 2016-05-26T00:41:32Z
6871, 2016-05-25T17:57:23Z, 2016-06-06T18:37:55Z, 2016-06-06T18:37:55Z
6842, 2016-05-23T13:26:11Z, 2016-07-19T18:43:25Z, 2016-07-19T18:43:25Z
6782, 2016-05-16T13:23:47Z, 2016-05-16T17:41:18Z, 2016-05-16T17:41:18Z
6779, 2016-05-16T08:07:06Z, 2020-01-10T09:05:45Z, 2016-06-09T14:58:42Z
6556, 2016-04-20T19:53:34Z, 2018-08-02T22:37:40Z, 2017-10-03T23:51:30Z
6541, 2016-04-18T14:35:13Z, 2022-10-26T12:19:31Z, None
6489, 2016-04-11T23:58:42Z, 2018-01-02T14:17:24Z, 2018-01-02T14:17:24Z
6446, 2016-04-08T01:10:24Z, 2016-04-08T01:11:38Z, 2016-04-08T01:11:22Z
6441, 2016-04-07T22:08:21Z, 2018-11-08T05:46:49Z, 2016-07-23T01:38:29Z
6423, 2016-04-06T11:57:00Z, 2016-07-08T17:52:14Z, 2016-07-08T17:52:14Z
6371, 2016-03-29T16:35:37Z, 2016-08-03T00:47:45Z, 2016-04-29T21:02:51Z
6368, 2016-03-29T14:34:03Z, 2019-08-07T10:45:19Z, 2018-07-15T02:12:22Z
6348, 2016-03-26T18:25:22Z, 2020-02-26T21:03:27Z, 2018-11-09T23:21:48Z
6324, 2016-03-23T18:49:27Z, 2017-10-03T23:32:45Z, 2017-10-03T23:32:45Z
6304, 2016-03-20T11:47:51Z, 2016-08-03T00:47:45Z, 2016-03-20T14:53:46Z
6288, 2016-03-17T20:35:31Z, 2016-03-18T22:24:18Z, 2016-03-18T22:24:18Z
6284, 2016-03-17T12:58:47Z, 2020-04-16T02:43:04Z, None
6246, 2016-03-11T11:10:38Z, 2016-08-03T00:43:18Z, 2016-03-11T19:05:43Z
6219, 2016-03-08T19:07:06Z, 2016-04-08T08:11:05Z, 2016-04-05T20:27:13Z
6217, 2016-03-08T18:46:34Z, 2017-11-21T14:12:50Z, None
6209, 2016-03-08T09:23:02Z, 2016-03-11T07:36:36Z, 2016-03-11T07:36:36Z
6027, 2016-02-12T19:46:38Z, 2016-02-13T21:23:53Z, 2016-02-13T21:23:53Z
5990, 2016-02-06T03:43:48Z, 2017-09-27T22:05:17Z, 2017-09-27T14:51:03Z
5929, 2016-01-28T18:23:20Z, 2016-09-15T20:22:58Z, 2016-02-19T22:53:38Z
5848, 2016-01-13T22:09:28Z, 2018-01-05T21:19:18Z, 2018-01-05T21:19:18Z
5700, 2015-12-21T16:28:31Z, 2022-08-27T21:55:57Z, None
5383, 2015-11-04T00:44:01Z, 2016-08-18T22:33:07Z, 2016-08-18T22:33:07Z
5121, 2015-10-10T14:40:55Z, 2015-10-11T22:01:20Z, 2015-10-11T22:01:20Z
4856, 2015-09-12T11:13:28Z, 2015-09-16T19:02:39Z, 2015-09-16T19:02:39Z
4854, 2015-09-11T20:48:01Z, 2018-08-21T21:25:59Z, 2018-07-15T02:00:56Z
4745, 2015-08-31T20:25:15Z, 2021-07-25T16:13:30Z, 2015-09-09T22:09:34Z
4672, 2015-08-20T21:40:35Z, 2018-08-21T21:25:59Z, 2018-07-15T21:41:48Z
4533, 2015-07-31T10:25:43Z, 2018-08-29T15:14:37Z, 2015-07-31T20:41:43Z
4511, 2015-07-28T19:20:07Z, 2015-07-29T01:49:52Z, 2015-07-29T01:49:51Z
4492, 2015-07-26T20:23:05Z, 2023-11-28T14:06:33Z, 2017-10-03T23:24:50Z
4388, 2015-07-15T15:20:01Z, 2015-07-29T01:41:00Z, 2015-07-29T01:41:00Z
4333, 2015-07-09T23:03:32Z, 2015-07-09T23:13:14Z, 2015-07-09T23:13:14Z
4323, 2015-07-09T16:55:35Z, 2016-08-03T00:43:17Z, 2015-07-09T21:23:07Z
4316, 2015-07-08T15:21:58Z, 2018-01-05T21:24:16Z, 2018-01-05T21:24:16Z
4251, 2015-06-29T16:05:38Z, 2020-07-20T17:18:58Z, 2020-02-26T21:08:55Z
3926, 2015-05-21T06:30:30Z, 2024-01-11T03:36:37Z, None
3799, 2015-05-01T10:45:32Z, 2016-02-10T23:24:25Z, 2016-02-10T23:24:25Z
3792, 2015-04-30T15:56:13Z, 2015-04-30T18:17:48Z, 2015-04-30T18:17:43Z
3790, 2015-04-30T09:32:37Z, 2015-09-22T16:54:04Z, 2015-09-22T16:54:04Z
3751, 2015-04-26T23:20:12Z, 2020-08-10T17:56:47Z, 2020-08-10T17:56:47Z
